AMOUNT,APPTXNMOD,AUTH_CODE_AC,BANK_NAME_2H,CARD_TYPE_CT,DATE_TIME_DT,INVOICE_IN,LAST4CARDNO,MRCHNT_ID_MID,PMS_MODULE,PMS_NUMBER,PMS_SYSTEM_DT,RESP_CODE_RC,RETRIEVAL_REF_NUM_RRN,SERVICE_PROVIDER_2H,TERM_ID_TID,TRANSAC_TYPE,ZONE
1657,132429658230509676,-,NQRD,QRD,2025-02-21,-,0000,VRL,PWB BOOKING,1008695667,2025-02-21,S,505209029389,Master,QRD,RECPT,8
452,722274155300718494,-,NQRD,QRD,2025-02-21,-,0000,BDTS,PWB BOOKING,1008695980,2025-02-21,S,505209246885,Master,QRD,RECPT,8
82,660620809856893605,-,NQRD,QRD,2025-02-20,-,0000,COR,PWB BOOKING,2022350464,2025-02-20,S,386562322669,Master,QRD,RECPT,8
221,920790278491321316,-,NQRD,QRD,2025-02-20,-,0000,ADI,PWB DELIVERY,9000546480,2025-02-20,S,505102664452,Master,QRD,RECPT,8
5,478072997820551192,-,NQRD,QRD,2025-02-20,-,0000,ST,PWB BOOKING,1008694923,2025-02-20,S,505103124172,Master,QRD,RECPT,8
3,77719039332859188,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,2022349443,2025-02-20,S,505168753397,Master,QRD,RECPT,8
6,406494795393765037,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,2022349418,2025-02-20,S,505168760770,Master,QRD,RECPT,8
6,134464485180936708,-,NQRD,QRD,2025-02-20,-,0000,RJT,PWB DELIVERY,9000539063,2025-02-20,S,505168796911,Master,QRD,RECPT,8
46,855520931859256050,-,NQRD,QRD,2025-02-20,-,0000,JAM,PWB BOOKING,1008694563,2025-02-20,S,505197723748,OTH,QRD,RECPT,8
183,405180564705573870,-,NQRD,QRD,2025-02-20,-,0000,BRC,PWB BOOKING,2022356696,2025-02-20,S,505198799577,Master,QRD,RECPT,8
229,149990834603381345,-,NQRD,QRD,2025-02-20,-,0000,DDR,PWB BOOKING,2022351782,2025-02-20,S,541733276151,Master,QRD,RECPT,8
33,914804426760484268,-,NQRD,QRD,2025-02-20,-,0000,DDR,PWB BOOKING,1008692239,2025-02-20,S,541733461448,Master,QRD,RECPT,8
161,448874301280902006,-,NQRD,QRD,2025-02-20,-,0000,BDTS,PWB DELIVERY,9000540813,2025-02-20,S,541733543766,Master,QRD,RECPT,8
392,380090007371023618,-,NQRD,QRD,2025-02-20,-,0000,BRC,PWB BOOKING,2022349232,2025-02-20,S,541734332995,Master,QRD,RECPT,8
32,145701126309559540,-,NQRD,QRD,2025-02-20,-,0000,BDTS,PWB BOOKING,1008692920,2025-02-20,S,541782668478,Master,QRD,RECPT,8
21,263534175773529778,-,NQRD,QRD,2025-02-20,-,0000,ADI,PWB DELIVERY,9000538801,2025-02-20,S,643747466132,Master,QRD,RECPT,8
473,102745040129827701,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB DELIVERY,9000545431,2025-02-20,S,647328878295,Master,QRD,RECPT,8
3,503016734828330318,-,NQRD,QRD,2025-02-20,-,0000,RTM,PWB BOOKING,1008691066,2025-02-20,S,649924905472,Master,QRD,RECPT,8
261,355391254788518991,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,2022356690,2025-02-20,S,935117738581,Master,QRD,RECPT,8
170,986811019675228276,-,NQRD,QRD,2025-02-20,-,0000,UJN,PWB BOOKING,2022353504,2025-02-20,S,935490299180,Master,QRD,RECPT,8
2082,864080345896346849,,NQRD,QRD,2025-02-20,,0000,VAPI,LT BOOKING,4002169635,2025-02-20,S,936754303614,Master,QRD,RECPT,8
63,480389563423330012,-,NQRD,QRD,2025-02-21,-,0000,SBIB,PWB DELIVERY,9000557592,2025-02-21,S,505209430437,Master,QRD,RECPT,8
446,86425869573460434,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,2022351204,2025-02-20,S,392021185098,Master,QRD,RECPT,8
85,43143980795477725,-,NQRD,QRD,2025-02-20,-,0000,GDA,PWB BOOKING,2022349677,2025-02-20,S,394013755236,Master,QRD,RECPT,8
3142,878262454484796623,-,NQRD,QRD,2025-02-20,-,0000,BRC,PWB BOOKING,2022349236,2025-02-20,S,541737648332,Master,QRD,RECPT,8
1960,939536386404091220,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,2022355230,2025-02-20,S,541737993173,Master,QRD,RECPT,8
93,581557483646824234,,NQRD,QRD,2025-02-20,,0000,ADI,MR,8000546911,2025-02-20,S,541739575497,-,QRD,RECPT,8
89,868434325732705973,-,NQRD,QRD,2025-02-20,-,0000,BDTS,PWB BOOKING,2022350466,2025-02-20,S,541740255496,Master,QRD,RECPT,8
882,892941674839552348,-,NQRD,QRD,2025-02-20,-,0000,BRC,PWB BOOKING,2022349247,2025-02-20,S,541784245674,Master,QRD,RECPT,8
454,433162462202702636,-,NQRD,QRD,2025-02-20,-,0000,BRC,PWB DELIVERY,9000545786,2025-02-20,S,541785950834,Master,QRD,RECPT,8
497,488268188427687672,-,NQRD,QRD,2025-02-20,-,0000,GNC,PWB BOOKING,2022350144,2025-02-20,S,541786545891,Master,QRD,RECPT,8
650,411126762736043605,-,NQRD,QRD,2025-02-20,-,0000,COR,PWB BOOKING,1008692996,2025-02-20,S,651539567470,Master,QRD,RECPT,8
294,28207442019031200,-,NQRD,QRD,2025-02-26,-,0000,UDN,PWB DELIVERY,9000627233,2025-02-26,S,100614996010,Master,QRD,RECPT,8
423,570526889195012941,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB DELIVERY,9000627287,2025-02-26,S,100615144378,Master,QRD,RECPT,8
704,792582136524485972,-,NQRD,QRD,2025-02-26,-,0000,ADI,PWB DELIVERY,9000627392,2025-02-26,S,100615546012,Master,QRD,RECPT,8
252,58308571778598800,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB DELIVERY,9000627522,2025-02-26,S,100615841000,Master,QRD,RECPT,8
11065,163434338466361876,-,NQRD,QRD,2025-02-26,-,0000,BHUJ,PWB BOOKING,2022399047,2025-02-26,S,100616355619,Master,QRD,RECPT,8
607,880735895482940031,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB BOOKING,2022399393,2025-02-26,S,100617388275,Master,QRD,RECPT,8
905,397488813771290361,-,NQRD,QRD,2025-02-26,-,0000,BDTS,PWB BOOKING,2022399437,2025-02-26,S,100617765281,Master,QRD,RECPT,8
2570,509602675595145134,-,NQRD,QRD,2025-02-26,-,0000,BDTS,PWB BOOKING,2022399271,2025-02-26,S,193919083417,Master,QRD,RECPT,8
426,519418322733588505,,NQRD,QRD,2025-02-26,,0000,ND,LT BOOKING,3001215456,2025-02-26,S,359405700372,OTH,QRD,RECPT,8
824,427600466826326074,,NQRD,QRD,2025-02-26,,0000,NMH,LT BOOKING,4002176102,2025-02-26,S,361373721837,Master,QRD,RECPT,8
2,942542008482396127,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB DELIVERY,9000623256,2025-02-26,S,505701325260,Master,QRD,RECPT,8
5,111531713111165901,-,NQRD,QRD,2025-02-26,-,0000,DDR,PWB BOOKING,1008713336,2025-02-26,S,505711909399,Master,QRD,RECPT,8
754,59185625688231417,-,NQRD,QRD,2025-02-26,-,0000,VRL,PWB BOOKING,1008715894,2025-02-26,S,505714667360,Master,QRD,RECPT,8
495,294718225851997302,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB BOOKING,1008714489,2025-02-26,S,505730774205,Master,QRD,RECPT,8
29,165404689608052091,-,NQRD,QRD,2025-02-26,-,0000,MMCT,PWB DELIVERY,9000624245,2025-02-26,S,505730894066,OTH,QRD,RECPT,8
1806,742721856697493364,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB BOOKING,2022398765,2025-02-26,S,505731012566,Master,QRD,RECPT,8
154,546894766345283148,-,NQRD,QRD,2025-02-26,-,0000,RJT,PWB BOOKING,1008714491,2025-02-26,S,505731073936,Master,QRD,RECPT,8
366,654378977818296625,-,NQRD,QRD,2025-02-26,-,0000,VRL,PWB BOOKING,1008714527,2025-02-26,S,505731295949,Master,QRD,RECPT,8
74,255892615545833671,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008716129,2025-02-26,S,505743127894,Master,QRD,RECPT,8
249,868446386717493743,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008716114,2025-02-26,S,505743239102,Master,QRD,RECPT,8
136,492252983101069024,-,NQRD,QRD,2025-02-26,-,0000,BDTS,PWB BOOKING,2022396317,2025-02-26,S,505743321098,Master,QRD,RECPT,8
136,475571701487298388,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008716117,2025-02-26,S,505743406104,Master,QRD,RECPT,8
317,691626643251527276,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB BOOKING,2022402652,2025-02-26,S,505743549331,Master,QRD,RECPT,8
427,690068289165076786,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,2022402719,2025-02-26,S,505743731361,Master,QRD,RECPT,8
94,471851837282642232,-,NQRD,QRD,2025-02-26,-,0000,BDTS,PWB BOOKING,1008713297,2025-02-26,S,505786882102,Master,QRD,RECPT,8
23373,911796864255603120,-,NQRD,QRD,2025-02-26,-,0000,PBR,PWB BOOKING,2022395837,2025-02-26,S,505787112966,Master,QRD,RECPT,8
7328,696925886579378429,-,NQRD,QRD,2025-02-26,-,0000,GIMB,PWB BOOKING,2022399430,2025-02-26,S,542382908235,Master,QRD,RECPT,8
441,412863245517553608,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB BOOKING,2022401043,2025-02-26,S,542384121689,Master,QRD,RECPT,8
3165,104460189424604366,-,NQRD,QRD,2025-02-26,-,0000,RTM,PWB BOOKING,2022400098,2025-02-26,S,542385804065,Master,QRD,RECPT,8
319,99129565514338456,,NQRD,QRD,2025-02-26,,0000,GDA,LT BOOKING,3001215443,2025-02-26,S,542386009899,Master,QRD,RECPT,8
2877,85581892191544335,-,NQRD,QRD,2025-02-26,-,0000,RTM,PWB BOOKING,2022400090,2025-02-26,S,542389610718,Master,QRD,RECPT,8
1021,103520357418921076,,NQRD,QRD,2025-02-26,,0000,BRC,LT BOOKING,4002176639,2025-02-26,S,679681103480,Master,QRD,RECPT,8
998,391100559465862165,-,NQRD,QRD,2025-02-26,-,0000,RTM,PWB BOOKING,2022401903,2025-02-26,S,024137308997,Master,QRD,RECPT,8
63,40597736127085997,-,NQRD,QRD,2025-02-26,-,0000,RTM,PWB BOOKING,1008715114,2025-02-26,S,030123868194,Master,QRD,RECPT,8
4253,447099687148848198,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB BOOKING,2022397721,2025-02-26,S,030998362038,Master,QRD,RECPT,8
273,215235465370035235,-,NQRD,QRD,2025-02-26,-,0000,RJT,PWB DELIVERY,9000628210,2025-02-26,S,100618203120,Master,QRD,RECPT,8
981,85488715260308093,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB BOOKING,1008714880,2025-02-26,S,100618950004,Master,QRD,RECPT,8
263,559083670880785035,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB DELIVERY,9000628533,2025-02-26,S,100619392062,Master,QRD,RECPT,8
166,873861012331425546,-,NQRD,QRD,2025-02-26,-,0000,ASV,PWB DELIVERY,9000628591,2025-02-26,S,100619466397,Master,QRD,RECPT,8
1508,831029859333960099,-,NQRD,QRD,2025-02-26,-,0000,RTM,PWB BOOKING,1008713978,2025-02-26,S,204602708877,Master,QRD,RECPT,8
215,789010441524001647,,NQRD,QRD,2025-02-26,,0000,INDB,LT BOOKING,3001215190,2025-02-26,S,369277565818,Master,QRD,RECPT,8
1960,756179442465207028,-,NQRD,QRD,2025-02-26,-,0000,RJT,PWB BOOKING,2022400004,2025-02-26,S,375793051557,Master,QRD,RECPT,8
390,778934142695673277,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB BOOKING,2022402426,2025-02-26,S,376400375169,Master,QRD,RECPT,8
121,681649261883654571,,NQRD,QRD,2025-02-26,,0000,NVS,LT BOOKING,3001215302,2025-02-26,S,505701858045,OTH,QRD,RECPT,8
209,651975810580562659,-,NQRD,QRD,2025-02-26,-,0000,VRL,PWB BOOKING,1008714499,2025-02-26,S,505731539588,Master,QRD,RECPT,8
138,820718740117114998,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008714549,2025-02-26,S,505731613364,Master,QRD,RECPT,8
2529,616866263508983592,-,NQRD,QRD,2025-02-26,-,0000,BHUJ,PWB BOOKING,2022398928,2025-02-26,S,505731827684,Master,QRD,RECPT,8
4590,356029211370291225,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB BOOKING,2022398958,2025-02-26,S,505732053449,Master,QRD,RECPT,8
32,744347675462214432,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008716243,2025-02-26,S,505744146765,Master,QRD,RECPT,8
90,461747659824903149,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB BOOKING,2022396622,2025-02-26,S,505744521179,Master,QRD,RECPT,8
10,629079052189315438,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008716373,2025-02-26,S,505744560124,Master,QRD,RECPT,8
3,865043249506545441,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008716394,2025-02-26,S,505744604577,Master,QRD,RECPT,8
325,328403172146813348,-,NQRD,QRD,2025-02-26,-,0000,ST,PWB BOOKING,1008713217,2025-02-26,S,505744708835,Master,QRD,RECPT,8
68,120177370475707135,-,NQRD,QRD,2025-02-26,-,0000,RJT,PWB DELIVERY,9000620770,2025-02-26,S,505745311479,Master,QRD,RECPT,8
112,85479875639427256,,NQRD,QRD,2025-02-26,,0000,RTM,LT BOOKING,4002176838,2025-02-26,S,505745420476,Master,QRD,RECPT,8
9,644873980232337846,-,NQRD,QRD,2025-02-26,-,0000,BRC,PWB DELIVERY,9000618453,2025-02-26,S,505788477996,Master,QRD,RECPT,8
193,717350951568058005,-,NQRD,QRD,2025-02-26,-,0000,DDR,PWB BOOKING,1008713809,2025-02-26,S,505791028440,Master,QRD,RECPT,8
1503,183548072448497145,-,NQRD,QRD,2025-02-26,-,0000,BDTS,PWB BOOKING,2022396955,2025-02-26,S,505791124031,Master,QRD,RECPT,8
313,29076635081835125,-,NQRD,QRD,2025-02-26,-,0000,MSH,PWB BOOKING,1008715056,2025-02-26,S,542393048918,OTH,QRD,RECPT,8
628,343977577796068027,-,NQRD,QRD,2025-02-26,-,0000,OKHA,PWB BOOKING,1008715826,2025-02-26,S,542393827851,Master,QRD,RECPT,8
20,651596297653980755,-,NQRD,QRD,2025-02-26,-,0000,INDB,PWB DELIVERY,9000624174,2025-02-26,S,545647848264,Master,QRD,RECPT,8
61,596804271627228472,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB BOOKING,2022383432,2025-02-24,S,505578894564,Master,QRD,RECPT,8
247,143366142403415731,-,NQRD,QRD,2025-02-24,-,0000,INDB,PWB BOOKING,2022387111,2025-02-24,S,505581518247,Master,QRD,RECPT,8
616,877141560835463138,-,NQRD,QRD,2025-02-25,-,0000,BRC,PWB BOOKING,2022395242,2025-02-25,S,505618903881,Master,QRD,RECPT,8
1236,450390234590302425,-,NQRD,QRD,2025-02-25,-,0000,ST,PWB BOOKING,2022390438,2025-02-25,S,505621538742,Master,QRD,RECPT,8
103,983988462732202967,-,NQRD,QRD,2025-02-25,-,0000,ST,PWB DELIVERY,9000615901,2025-02-25,S,505621801834,Master,QRD,RECPT,8
488,959866903229491011,,NQRD,QRD,2025-02-23,,0000,ST,LT BOOKING,3001212470,2025-02-23,S,505464948287,Master,QRD,RECPT,8
811,21712332511296206,-,NQRD,QRD,2025-02-23,-,0000,INDB,PWB BOOKING,2022378998,2025-02-23,S,505467355331,Master,QRD,RECPT,8
3,80187765730269800,-,NQRD,QRD,2025-02-23,-,0000,BRC,PWB DELIVERY,9000579764,2025-02-23,S,505467915269,Master,QRD,RECPT,8
500,81113953016764480,-,NQRD,QRD,2025-02-23,-,0000,PBR,PWB BOOKING,1008703611,2025-02-23,S,505497556233,Master,QRD,RECPT,8
242,PWB:2022350954,-,AXIS BANK,QRD,2025-02-23,-,0001,MMCT,PWB DELIVERY,9000590020,2025-02-23,-,505497925820,Master,MH071160,RECPT,8
250,711128048105168252,-,NQRD,QRD,2025-02-23,-,0000,RJT,PWB BOOKING,2022375719,2025-02-23,S,505497931134,Master,QRD,RECPT,8
1439,321666753336095466,-,NQRD,QRD,2025-02-23,-,0000,PNU,PWB BOOKING,2022375816,2025-02-23,S,505498294534,Master,QRD,RECPT,8
273,338098586780053956,-,NQRD,QRD,2025-02-24,-,0000,INDB,PWB DELIVERY,9000597600,2025-02-24,S,505532903475,Master,QRD,RECPT,8
79,894704499694849907,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB DELIVERY,9000599898,2025-02-24,S,505533014754,Master,QRD,RECPT,8
30,383867333629770364,-,NQRD,QRD,2025-02-24,-,0000,ADI,PWB DELIVERY,9000597718,2025-02-24,S,505533216154,Master,QRD,RECPT,8
265,464194501258567037,-,NQRD,QRD,2025-02-24,-,0000,INDB,PWB DELIVERY,9000597789,2025-02-24,S,505533319407,Master,QRD,RECPT,8
491,811089884378505318,-,NQRD,QRD,2025-02-24,-,0000,BRC,PWB BOOKING,2022381656,2025-02-24,S,505533695524,Master,QRD,RECPT,8
30,50705697522513935,-,NQRD,QRD,2025-02-24,-,0000,INDB,PWB BOOKING,2022384987,2025-02-24,S,505548557248,Master,QRD,RECPT,8
2397,895607197571571967,,NQRD,QRD,2025-02-24,,0000,VAPI,LT BOOKING,4002174386,2025-02-24,S,505548565106,Master,QRD,RECPT,8
743,37685456397689665,-,NQRD,QRD,2025-02-24,-,0000,BHUJ,PWB BOOKING,2022384980,2025-02-24,S,505548758854,Master,QRD,RECPT,8
1169,896685753291804789,-,NQRD,QRD,2025-02-24,-,0000,INDB,PWB BOOKING,2022384982,2025-02-24,S,505548817446,Master,QRD,RECPT,8
1278,44425979357154609,,NQRD,QRD,2025-02-24,,0000,NVS,LT BOOKING,3001212934,2025-02-24,S,505548889409,OTH,QRD,RECPT,8
154,747720920745619209,-,NQRD,QRD,2025-02-24,-,0000,SBIB,PWB DELIVERY,9000602924,2025-02-24,S,505549067116,Master,QRD,RECPT,8
1361,634658633870060370,-,NQRD,QRD,2025-02-24,-,0000,INDB,PWB BOOKING,2022386961,2025-02-24,S,505581558449,Master,QRD,RECPT,8
294,964516154866978714,-,NQRD,QRD,2025-02-24,-,0000,NAD,PWB BOOKING,2022383290,2025-02-24,S,505581783151,Master,QRD,RECPT,8
158,650154036175900328,,NQRD,QRD,2025-02-24,,0000,JAM,LT BOOKING,3001212568,2025-02-24,S,505581845841,OTH,QRD,RECPT,8
47,490803675359940743,-,NQRD,QRD,2025-02-24,-,0000,GNC,PWB BOOKING,2022380769,2025-02-24,S,505582366707,Master,QRD,RECPT,8
1395,436124136134759299,,NQRD,QRD,2025-02-24,,0000,BVI,LT BOOKING,4002174092,2025-02-24,S,505582383902,Master,QRD,RECPT,8
23,906748939209032401,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB BOOKING,1008709205,2025-02-24,S,505582490648,Master,QRD,RECPT,8
7,683284996891959510,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB BOOKING,1008709297,2025-02-24,S,505582601059,Master,QRD,RECPT,8
405,428580466208103031,,NQRD,QRD,2025-02-24,,0000,BRC,LT BOOKING,3001213397,2025-02-24,S,505582610772,Master,QRD,RECPT,8
3,552635388290479312,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB BOOKING,1008709327,2025-02-24,S,505582650931,Master,QRD,RECPT,8
236,314139280347121437,-,NQRD,QRD,2025-02-24,-,0000,BH,PWB BOOKING,1008707278,2025-02-24,S,505583288670,Master,QRD,RECPT,8
67,820627443110665887,-,NQRD,QRD,2025-02-25,-,0000,BDTS,PWB BOOKING,2022393216,2025-02-25,S,505608169919,Master,QRD,RECPT,8
543,209905800616392572,-,NQRD,QRD,2025-02-23,-,0000,ST,PWB BOOKING,1008703947,2025-02-23,S,505416813544,Master,QRD,RECPT,8
16,332405802596189928,-,NQRD,QRD,2025-02-23,-,0000,UDN,PWB DELIVERY,9000586896,2025-02-23,S,505421103058,Master,QRD,RECPT,8
818,488625821874207164,-,NQRD,QRD,2025-02-23,-,0000,INDB,PWB BOOKING,2022378705,2025-02-23,S,505469177287,Master,QRD,RECPT,8
200,37554785498075200,-,NQRD,QRD,2025-02-23,-,0000,INDB,PWB DELIVERY,9000583691,2025-02-23,S,505499210967,Master,QRD,RECPT,8
762,100117735351833019,-,NQRD,QRD,2025-02-23,-,0000,BL,PWB BOOKING,1008703768,2025-02-23,S,505499224193,Master,QRD,RECPT,8
2008,513614961586029608,-,NQRD,QRD,2025-02-23,-,0000,BRC,PWB BOOKING,2022376497,2025-02-23,S,505499740210,Master,QRD,RECPT,8
583,442667081154110649,,NQRD,QRD,2025-02-23,,0000,NDB,LT BOOKING,4002173130,2025-02-23,S,505499797739,Master,QRD,RECPT,8
845,558813635257151507,-,NQRD,QRD,2025-02-24,-,0000,JAM,PWB BOOKING,1008707373,2025-02-24,S,505533788744,OTH,QRD,RECPT,8
41,104525092334824970,-,NQRD,QRD,2025-02-24,-,0000,BRC,PWB DELIVERY,9000597922,2025-02-24,S,505533970782,Master,QRD,RECPT,8
189,728851451790546145,-,NQRD,QRD,2025-02-24,-,0000,BRC,PWB DELIVERY,9000604578,2025-02-24,S,505534726039,Master,QRD,RECPT,8
25,167581705567492307,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB DELIVERY,9000598383,2025-02-24,S,505535044746,Master,QRD,RECPT,8
588,350182590527546184,-,NQRD,QRD,2025-02-24,-,0000,BL,PWB DELIVERY,9000600350,2025-02-24,S,505549984347,OTH,QRD,RECPT,8
1340,39576478593144640,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB BOOKING,2022383169,2025-02-24,S,505550082200,Master,QRD,RECPT,8
32,129447943835999684,-,NQRD,QRD,2025-02-24,-,0000,BRC,PWB BOOKING,1008708320,2025-02-24,S,505550408407,Master,QRD,RECPT,8
313,537298992786013076,-,NQRD,QRD,2025-02-24,-,0000,RJT,PWB BOOKING,1008708020,2025-02-24,S,505550447653,Master,QRD,RECPT,8
26,715879507667694426,-,NQRD,QRD,2025-02-24,-,0000,ADI,PWB DELIVERY,9000598065,2025-02-24,S,505584460028,Master,QRD,RECPT,8
1008,482746312773781957,-,NQRD,QRD,2025-02-24,-,0000,BHUJ,PWB BOOKING,2022381442,2025-02-24,S,505587274793,Master,QRD,RECPT,8
35705,361796571599611122,,NQRD,QRD,2025-02-25,,0000,RJT,MR,8000617566,2025-02-25,S,505609401349,-,QRD,RECPT,8
3,77617474012511738,-,NQRD,QRD,2025-02-23,-,0000,ST,PWB BOOKING,1008705645,2025-02-23,S,505470625444,Master,QRD,RECPT,8
3,746595542755553278,-,NQRD,QRD,2025-02-23,-,0000,ST,PWB BOOKING,1008705709,2025-02-23,S,505470719759,Master,QRD,RECPT,8
2940,584982410250588873,-,NQRD,QRD,2025-02-23,-,0000,BRC,PWB BOOKING,2022380311,2025-02-23,S,505471863334,Master,QRD,RECPT,8
767,845117938218646624,-,NQRD,QRD,2025-02-23,-,0000,PBR,PWB DELIVERY,9000588253,2025-02-23,S,505474210678,Master,QRD,RECPT,8
140,46444174191126974,-,NQRD,QRD,2025-02-23,-,0000,ST,PWB BOOKING,2022376331,2025-02-23,S,505474500794,Master,QRD,RECPT,8
242,171738926793148781,-,NQRD,QRD,2025-02-24,-,0000,COR,PWB BOOKING,1008706831,2025-02-24,S,505500282031,Master,QRD,RECPT,8
1588,813329216414625126,,NQRD,QRD,2025-02-24,,0000,ANND,LT BOOKING,4002174584,2025-02-24,S,505500614483,OTH,QRD,RECPT,8
259,770247126180929330,-,NQRD,QRD,2025-02-24,-,0000,JAM,PWB BOOKING,2022384292,2025-02-24,S,505500783600,OTH,QRD,RECPT,8
73,162494837485423492,-,NQRD,QRD,2025-02-24,-,0000,BRC,PWB DELIVERY,9000602766,2025-02-24,S,505501489981,Master,QRD,RECPT,8
1229,836435589351044731,,NQRD,QRD,2025-02-20,,0000,OKHA,LT BOOKING,3001209264,2025-02-20,S,655229899359,Master,QRD,RECPT,8
278,296074745336558533,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,1008692079,2025-02-20,S,938149448013,Master,QRD,RECPT,8
3,183741285816951663,-,NQRD,QRD,2025-02-20,-,0000,NMH,PWB BOOKING,1008691171,2025-02-20,S,938415876872,Master,QRD,RECPT,8
231,649383738136563684,-,NQRD,QRD,2025-02-20,-,0000,ADI,PWB DELIVERY,9000545931,2025-02-20,S,940614109846,Master,QRD,RECPT,8
89,576183914405088173,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB DELIVERY,9000543865,2025-02-20,S,943433355664,Master,QRD,RECPT,8
3,85350809184188358,-,NQRD,QRD,2025-02-20,-,0000,NMH,PWB BOOKING,1008691172,2025-02-20,S,944022971781,Master,QRD,RECPT,8
160,803869030572999849,,NQRD,QRD,2025-02-20,,0000,VYA,LT BOOKING,3001209351,2025-02-20,S,944108661420,Master,QRD,RECPT,8
105,520976461549726576,-,NQRD,QRD,2025-02-21,-,0000,ADI,PWB DELIVERY,9000557268,2025-02-21,S,471171669140,Master,QRD,RECPT,8
283,575494446626434075,-,NQRD,QRD,2025-02-25,-,0000,UJN,PWB BOOKING,2022393886,2025-02-25,S,471786005801,Master,QRD,RECPT,8
153,769154670867461919,-,NQRD,QRD,2025-02-25,-,0000,NDB,PWB BOOKING,2022393630,2025-02-25,S,471939320620,Master,QRD,RECPT,8
31,740422445799391929,-,NQRD,QRD,2025-02-24,-,0000,ST,PWB DELIVERY,9000604264,2025-02-24,S,501625533706,Master,QRD,RECPT,8
387,555041806715204028,-,NQRD,QRD,2025-02-24,-,0000,JAM,PWB BOOKING,2022386838,2025-02-24,S,501923377455,OTH,QRD,RECPT,8
3,93212597029189578,-,NQRD,QRD,2025-02-21,-,0000,UJN,PWB BOOKING,1008698623,2025-02-21,S,501962900333,Master,QRD,RECPT,8
92,959001919492721850,-,NQRD,QRD,2025-02-21,-,0000,BDTS,PWB BOOKING,1008695884,2025-02-21,S,502769359784,Master,QRD,RECPT,8
30,296755234841473615,-,NQRD,QRD,2025-02-20,-,0000,BL,PWB DELIVERY,9000544019,2025-02-20,S,405994738030,Master,QRD,RECPT,8
116,568443909195140962,,NQRD,QRD,2025-02-20,,0000,ADI,MR,8000551769,2025-02-20,S,406980837521,-,QRD,RECPT,8
1373,760661678123858229,-,NQRD,QRD,2025-02-20,-,0000,JAM,PWB BOOKING,1008692489,2025-02-20,S,505106055226,OTH,QRD,RECPT,8
613,12727151126760956,-,NQRD,QRD,2025-02-20,-,0000,BHUJ,PWB BOOKING,1008691864,2025-02-20,S,505122649023,Master,QRD,RECPT,8
30,447933098142255191,-,NQRD,QRD,2025-02-20,-,0000,RTM,PWB BOOKING,1008692037,2025-02-20,S,509198344258,Master,QRD,RECPT,8
96,29475171456522995,-,NQRD,QRD,2025-02-20,-,0000,BDTS,PWB BOOKING,2022354828,2025-02-20,S,510801253000,Master,QRD,RECPT,8
906,644000454672849617,-,NQRD,QRD,2025-02-20,-,0000,INDB,PWB BOOKING,2022351906,2025-02-20,S,517101860674,Master,QRD,RECPT,8
574,102557775790513912,-,NQRD,QRD,2025-02-20,-,0000,BDTS,PWB BOOKING,2022353491,2025-02-20,S,541741980769,Master,QRD,RECPT,8
